68 , /govdocs_selected/*_1/636982.unk , /govdocs_selected/DOC_87/697377.txt
100 , /govdocs_selected/ASM_2/637402.wk3 , /govdocs_selected/HTML_152/637402.wk3
100 , /govdocs_selected/ASM_2/637402.wk3 , /govdocs_selected/PDF_2937/637402.wk3
100 , /govdocs_selected/ASM_2/637402.wk3 , /govdocs_selected/PDF_2938/637402.wk3
100 , /govdocs_selected/ASM_2/637402.wk3 , /govdocs_selected/XLS_183/637402.wk3
50 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/DLL_1/583551.html
77 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/DLL_1/583552.html
66 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/DLL_1/583553.html
77 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/DLL_1/584458.html
72 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/EPS_1/462462.html
50 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/EXE_1/583546.html
66 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/EXE_1/583547.html
77 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/EXE_1/583549.html
75 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/EXE_1/593226.html
77 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JAR_1/424295.html
71 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JAR_1/658614.html
77 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JAR_1/658615.html
52 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JAR_1/658915.html
66 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JAR_1/658916.html
75 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JAR_1/659230.html
50 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JAR_1/862431.html
77 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JAR_1/862436.html
72 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JAVA_4/013977.html
66 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JAVA_4/026320.html
72 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JAVA_4/815459.html
72 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JS_1/244022.html
72 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JS_1/388434.html
44 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JS_1/609302.html
72 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/JS_1/660934.html
77 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/LOG_12/611550.html
66 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/LOG_12/613547.html
63 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/PS_9/921924.html
72 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/SQL_4/242931.html
71 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/SQL_4/250023.html
71 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/SQL_4/629526.html
52 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/SQL_4/634176.html
71 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/TIF_1/392998.html
80 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/TIF_1/424278.html
80 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/TIF_1/994262.html
72 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/TMP_5/625450.html
66 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/TTF_2/320417.html
77 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/TTF_2/424280.html
65 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/ZIP_2/424037.html
50 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/ZIP_2/657266.zip
66 , /govdocs_selected/BMP_3/469238.html , /govdocs_selected/ZIP_2/658474.html
43 , /govdocs_selected/BMP_4/186118.bmp , /govdocs_selected/BMP_4/313709.bmp
44 , /govdocs_selected/BMP_4/186118.bmp , /govdocs_selected/BMP_4/371771.bmp
44 , /govdocs_selected/BMP_4/186118.bmp , /govdocs_selected/BMP_4/371772.bmp
44 , /govdocs_selected/BMP_4/371771.bmp , /govdocs_selected/BMP_4/186118.bmp
62 , /govdocs_selected/BMP_4/371771.bmp , /govdocs_selected/BMP_4/313709.bmp
44 , /govdocs_selected/BMP_4/371772.bmp , /govdocs_selected/BMP_4/186118.bmp
62 , /govdocs_selected/BMP_4/371772.bmp , /govdocs_selected/BMP_4/313709.bmp
64 , /govdocs_selected/BMP_4/371772.bmp , /govdocs_selected/BMP_4/371771.bmp
35 , /govdocs_selected/CSV_11/611903.csv , /govdocs_selected/CSV_11/852835.csv
38 , /govdocs_selected/CSV_11/611903.csv , /govdocs_selected/CSV_11/886313.csv
